"Date_sold","Likes","Designer","Model","Price_sold","Condition","Material","Color","Width","Height","Depth","Location","Seller","Sold_with","Online_since","Reference","Seller_title","Address","Initial_price","Link","Current_price"
NA,1,"Louis Vuitton ","Columbus ","248","Fair condition","Patent leather ","Metallic ","35 cm","40 cm","9 cm","Italy","agnese","","19/08/2020 ","11452226","",NA,350,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/metallic-patent-leather-columbus-louis-vuitton-handbag-11452226.shtml",248
NA,15,"Louis Vuitton ","Lexington ","248","Good condition","Patent leather ","Yellow ","20 cm","12 cm",NA,"France","Vestiaire Collective","Dustbag","30/06/2020 ","10912816","Professional seller",NA,248,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/yellow-patent-leather-lexington-louis-vuitton-handbag-10912816.shtml",248
NA,21,"Louis Vuitton ","Rosewood ","248","Very good condition","Patent leather ","Burgundy ","33 cm","18 cm","14 cm","Netherlands","julie","","17/06/2020 ","10758007","",NA,750,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/burgundy-patent-leather-rosewood-louis-vuitton-handbag-10758007.shtml",248
NA,19,"Louis Vuitton ","Lexington ","248","Good condition","Patent leather ","Yellow ","20 cm","12 cm",NA,"France","Vestiaire Collective","Dustbag","03/06/2020 ","10576757","Professional seller",NA,248,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/yellow-patent-leather-lexington-louis-vuitton-handbag-10576757.shtml",248
NA,14,"Louis Vuitton ","Porte Documents Voyage ","248.06","Fair condition","Cloth ","Brown ","40 cm","31 cm","6 cm","Italy","maria","","19/02/2020 ","9480073","",NA,385,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-porte-documents-voyage-louis-vuitton-handbag-9480073.shtml",248.06
NA,29,"Louis Vuitton ","Piano ","248.48","Fair condition","Cloth ","Brown ","27 cm","24.5 cm","12 cm","Australia","sandy","","06/10/2020 ","12087566","",NA,365.27,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-piano-louis-vuitton-handbag-12087566.shtml",248.48
NA,44,"Louis Vuitton ","Bellevue ","248.48","Good condition","Patent leather ","Red ","19.5 cm","26.5 cm","43 cm","Australia","deborah","Dustbag","16/06/2020 ","10731321","",NA,372.73,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/red-patent-leather-bellevue-louis-vuitton-handbag-10731321.shtml",248.48
NA,10,"Louis Vuitton ",NA,"249","Good condition","Cloth ","Brown ","16 cm","10 cm","4 cm","France","ks","Dustbag ,Original box","22/10/2020 ","12400290","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-12400290.shtml",249
NA,12,"Louis Vuitton ",NA,"249","Good condition","Cloth ","Brown ","26 cm","14.5 cm","3.5 cm","France","ks","Dustbag ,Original box","20/10/2020 ","12378848","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-12378848.shtml",249
NA,24,"Louis Vuitton ","Speedy ","249","Fair condition","Cloth ","Brown ",NA,NA,NA,"France","ks","","18/10/2020 ","12343764","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-12343764.shtml",249
NA,7,"Louis Vuitton ","Noé ","249","Fair condition","Cloth ","Brown ",NA,NA,NA,"France","ks","","18/10/2020 ","12324758","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-12324758.shtml",249
NA,22,"Louis Vuitton ",NA,"249","Fair condition","Cloth ","Brown ",NA,NA,NA,"France","ks","","07/10/2020 ","12153409","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-12153409.shtml",249
NA,11,"Louis Vuitton ","Saumur ","249","Fair condition","Cloth ","Brown ",NA,NA,NA,"France","ks","","27/09/2020 ","11988618","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-saumur-louis-vuitton-handbag-11988618.shtml",249
NA,11,"Louis Vuitton ","Speedy ","249","Fair condition","Cloth ","Brown ",NA,NA,NA,"France","ks","","24/09/2020 ","11931052","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11931052.shtml",249
NA,29,"Louis Vuitton ","Babylone ","249","Fair condition","Cloth ","Brown ","45.7 cm","27.9 cm",NA,"Netherlands","emilie","","16/09/2020 ","11824060","",NA,299,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-babylone-louis-vuitton-handbag-11824060.shtml",249
NA,9,"Louis Vuitton ","Speedy ","249","Fair condition","Cloth ","Brown ",NA,NA,NA,"France","ks","","12/09/2020 ","11776151","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11776151.shtml",249
NA,27,"Louis Vuitton ","Speedy ","249","Fair condition","Cloth ","Brown ",NA,NA,NA,"France","ks","","07/09/2020 ","11704933","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11704933.shtml",249
NA,27,"Louis Vuitton ","Speedy ","249","Fair condition","Cloth ","Brown ",NA,NA,NA,"France","ks","","07/09/2020 ","11704883","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11704883.shtml",249
NA,23,"Louis Vuitton ",NA,"249","Fair condition","Leather ","Black ","19 cm","19.5 cm","18 cm","France","ks","Dustbag","07/09/2020 ","11704742","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-louis-vuitton-handbag-11704742.shtml",249
NA,5,"Louis Vuitton ","Noé ","249","Fair condition","Cloth ","Brown ",NA,NA,NA,"France","ks","","05/09/2020 ","11665636","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-11665636.shtml",249
NA,5,"Louis Vuitton ","Boulogne ","249","Good condition","Cloth ","Brown ","29.5 cm","19 cm","9 cm","France","ks","Dustbag","01/09/2020 ","11621074","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-boulogne-louis-vuitton-handbag-11621074.shtml",249
NA,5,"Louis Vuitton ","Noé ","249","Fair condition","Cloth ","Brown ",NA,NA,NA,"France","ks","","01/09/2020 ","11608630","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-11608630.shtml",249
NA,3,"Louis Vuitton ",NA,"249","Fair condition","Leather ","Black ","25.5 cm","21.5 cm","6 cm","France","ks","Dustbag","30/08/2020 ","11592927","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-louis-vuitton-handbag-11592927.shtml",249
NA,23,"Louis Vuitton ","Noé ","249","Fair condition","Cloth ","Brown ",NA,NA,NA,"France","ks","","30/08/2020 ","11579239","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-11579239.shtml",249
NA,10,"Louis Vuitton ","Trocadéro ","249","Good condition","Cloth ","Brown ","26 cm","16.5 cm","6 cm","France","ks","Dustbag","17/08/2020 ","11438537","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-trocadero-louis-vuitton-handbag-11438537.shtml",249
NA,5,"Louis Vuitton ","Noé ","249","Fair condition","Cloth ","Brown ",NA,NA,NA,"France","ks","Dustbag","16/08/2020 ","11419697","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-11419697.shtml",249
NA,11,"Louis Vuitton ","Noé ","249","Fair condition","Cloth ","Brown ",NA,NA,NA,"France","ks","","12/08/2020 ","11390344","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-11390344.shtml",249
NA,26,"Louis Vuitton ","Speedy ","249","Very good condition","Cloth ","Brown ",NA,NA,NA,"France","the brand collector","","07/08/2020 ","11322126","Professional seller",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11322126.shtml",249
NA,22,"Louis Vuitton ","Speedy ","249","Fair condition","Cloth ","Brown ",NA,NA,NA,"France","ks","Dustbag","04/08/2020 ","11308718","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11308718.shtml",249
NA,6,"Louis Vuitton ","Noé ","249","Fair condition","Cloth ","Brown ",NA,NA,NA,"France","ks","Dustbag","31/07/2020 ","11261904","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-11261904.shtml",249
NA,13,"Louis Vuitton ","Plat ","249","Fair condition","Cloth ","Brown ","36 cm","38 cm","9 cm","France","ks","Dustbag","30/07/2020 ","11261837","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-plat-louis-vuitton-handbag-11261837.shtml",249
NA,4,"Louis Vuitton ","Speedy ","249","Fair condition","Cloth ","Brown ",NA,NA,NA,"Vestiaire Collective Paris","ks","Dustbag","28/07/2020 ","11241070","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11241070.shtml",249
NA,1,"Louis Vuitton ","Speedy ","249","Fair condition","Cloth ","Brown ",NA,NA,NA,"France","ks","Dustbag","27/07/2020 ","11229432","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11229432.shtml",249
NA,14,"Louis Vuitton ","Speedy ","249","Fair condition","Cloth ","Brown ",NA,NA,NA,"France","ks","Dustbag","26/07/2020 ","11218927","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11218927.shtml",249
NA,37,"Louis Vuitton ","Noé ","249","Fair condition","Leather ","Black ",NA,NA,NA,"France","ks","Dustbag","23/07/2020 ","11187870","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-noe-louis-vuitton-handbag-11187870.shtml",249
NA,12,"Louis Vuitton ","Kathleen ","249","Good condition","Cloth ","Other ","25 cm","20 cm",NA,"Germany","Britta","","20/07/2020 ","11141281","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-kathleen-louis-vuitton-handbag-11141281.shtml",249
NA,23,"Louis Vuitton ","Speedy ","249","Fair condition","Cloth ","Brown ",NA,NA,NA,"France","ks","Dustbag","18/07/2020 ","11121706","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11121706.shtml",249
NA,41,"Louis Vuitton ","Nile ","249","Fair condition","Cloth ","Brown ","27 cm","19.5 cm","12 cm","France","ks","Dustbag","15/07/2020 ","11093337","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-nile-louis-vuitton-handbag-11093337.shtml",249
NA,1,"Louis Vuitton ","Looping ","249","Fair condition","Cloth ","Brown ","28.5 cm","30 cm","10 cm","France","ks","Dustbag","15/07/2020 ","11073212","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-looping-louis-vuitton-handbag-11073212.shtml",249
NA,6,"Louis Vuitton ",NA,"249","Good condition","Cloth ","Brown ","23 cm","16 cm","5 cm","France","ks","Dustbag","15/07/2020 ","11074397","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-11074397.shtml",249
NA,5,"Louis Vuitton ","Saumur ","249","Fair condition","Cloth ","Brown ",NA,NA,NA,"France","ks","Dustbag","11/07/2020 ","11030481","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-saumur-louis-vuitton-handbag-11030481.shtml",249
NA,2,"Louis Vuitton ","Noé ","249","Fair condition","Cloth ","Brown ",NA,NA,NA,"France","ks","","02/07/2020 ","10932228","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-10932228.shtml",249
NA,4,"Louis Vuitton ","Looping ","249","Good condition","Cloth ","Brown ","28 cm","30 cm","10 cm","Spain","ana","","30/06/2020 ","10910870","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-looping-louis-vuitton-handbag-10910870.shtml",249
NA,13,"Louis Vuitton ","Noé ","249","Fair condition","Cloth ","Brown ",NA,NA,NA,"France","ks","","28/06/2020 ","10893871","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-10893871.shtml",249
NA,6,"Louis Vuitton ","Looping ","249","Good condition","Cloth ","Brown ","28 cm","30 cm","10 cm","France","ks","Dustbag ,Original box","26/06/2020 ","10865990","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-looping-louis-vuitton-handbag-10865990.shtml",249
NA,5,"Louis Vuitton ","Boulogne ","249","Good condition","Cloth ","Brown ","30 cm","19 cm","9 cm","France","ks","Dustbag","24/06/2020 ","10855161","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-boulogne-louis-vuitton-handbag-10855161.shtml",249
NA,23,"Louis Vuitton ","Chantilly ","249","Good condition","Cloth ","Brown ","25 cm","23 cm","6 cm","France","ks","Dustbag","19/06/2020 ","10784505","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-chantilly-louis-vuitton-handbag-10784505.shtml",249
NA,24,"Louis Vuitton ","Noé ","249","Good condition","Leather ","Green ","27 cm","34 cm","20 cm","Spain","guiselle","","02/06/2020 ","10557314","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/green-leather-noe-louis-vuitton-handbag-10557314.shtml",249
NA,2,"Louis Vuitton ","Saint Cloud vintage ","249","Fair condition","Cloth ","Brown ","18 cm","16 cm","6 cm","Netherlands","Simone","","02/06/2020 ","10551916","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-saint-cloud-vintage-louis-vuitton-handbag-10551916.shtml",249
NA,18,"Louis Vuitton ",NA,"249","Good condition","Cloth ","Blue ","31 cm","19 cm",NA,"Germany","Britta","","27/04/2020 ","10106119","",NA,299,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-cloth-louis-vuitton-handbag-10106119.shtml",249
NA,160,"Louis Vuitton ","Lexington ","249","Good condition","Patent leather ","Pink ","20 cm","12 cm",NA,"Germany","Britta","","27/04/2020 ","10106003","",NA,449,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/pink-patent-leather-lexington-louis-vuitton-handbag-10106003.shtml",249
NA,102,"Louis Vuitton ","Saumur ","249","Good condition","Cotton ","Brown ","30 cm","25 cm","7 cm","Germany","caili","","08/02/2020 ","9392009","",NA,249,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cotton-saumur-louis-vuitton-handbag-9392009.shtml",249
NA,15,"Louis Vuitton ","Galliera ","249.26","Good condition","Cloth ","Brown ","39.4 cm","21.6 cm","6.4 cm","Hong Kong","Yi","","02/09/2020 ","11594908","",NA,329.47,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-galliera-louis-vuitton-handbag-11594908.shtml",249.26
NA,7,"Louis Vuitton ","Bedford ","249.83","Good condition","Patent leather ","Green ","30 cm","15 cm",NA,"Australia","cora","","21/06/2020 ","10810012","",NA,264.02,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/green-patent-leather-bedford-louis-vuitton-handbag-10810012.shtml",249.83
NA,18,"Louis Vuitton ","Speedy ","249.94","Good condition","Cloth ","Brown ","24 cm","19 cm","14 cm","Hong Kong","allu","","22/09/2020 ","11892696","Professional seller",NA,261.3,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11892696.shtml",249.94
NA,15,"Louis Vuitton ","Salsa ","249.94","Good condition","Cloth ","Brown ","34 cm","36 cm","4 cm","Hong Kong","chan","","22/08/2020 ","11480395","",NA,278.35,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-salsa-louis-vuitton-handbag-11480395.shtml",249.94
NA,1,"Louis Vuitton ","Randonnée ","249.94","Very good condition","Leather ","Red ","25 cm","40 cm","18 cm","Hong Kong","sze long ","Dustbag","08/08/2020 ","11344005","",NA,772.56,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/red-leather-randonnee-louis-vuitton-handbag-11344005.shtml",249.94
NA,5,"Louis Vuitton ",NA,"250","Good condition","Cloth ","Brown ","45 cm","26 cm","15 cm","Greece","maria","","02/11/2020 ","12576794","",NA,300,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-12576794.shtml",250
NA,11,"Louis Vuitton ","Houston ","250","Never worn","Patent leather ","Other ","28 cm","22 cm","10 cm","Italy","Emily","","28/10/2020 ","12484447","",NA,250,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/patent-leather-houston-louis-vuitton-handbag-12484447.shtml",250
NA,64,"Louis Vuitton ","Lucile  ","250","Very good condition","Denim - Jeans ","Blue ","29 cm","18,5 cm","8,5 cm","Italy","Luigi ","","27/10/2020 ","12476878","",NA,300,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-denim-jeans-lucile-louis-vuitton-handbag-12476878.shtml",250
NA,3,"Louis Vuitton ","Papillon ","250","Very good condition","Cloth ","Brown ","30 cm","16 cm","14 cm","Romania","tereza","","23/10/2020 ","12425690","",NA,250,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-papillon-louis-vuitton-handbag-12425690.shtml",250
NA,1,"Louis Vuitton ",NA,"250","Good condition","Cloth ","Brown ","22 cm","20 cm","7 cm","France","marie","","20/10/2020 ","12297135","via our Concierge Service",NA,250,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-12297135.shtml",250
NA,13,"Louis Vuitton ","Noé ","250","Good condition","Leather ","Yellow ","25 cm","27 cm","19 cm","France","cristelle","","20/10/2020 ","12366414","",NA,300,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/yellow-leather-noe-louis-vuitton-handbag-12366414.shtml",250
NA,107,"Louis Vuitton ","Papillon ","250","Very good condition","Cloth ","Brown ","16,5 cm","7 cm","7 cm","France","camille","","19/10/2020 ","12360068","",NA,400,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-papillon-louis-vuitton-handbag-12360068.shtml",250
