"Date_sold","Price_sold","Last_known_price","Initial_price","Likes","Designer","Model","Condition","Material","Color","Location","Seller","Sold_with","Online_since","Reference","Link","Seller_title","Width","Height","Depth"
"August 7, 2020","109,16",111.34,198.82,20,"Louis Vuitton ","Bellevue ","Fair condition","Patent leather ","Burgundy ","Hong Kong","kate","","29/06/2020 ","10904924","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/burgundy-patent-leather-bellevue-louis-vuitton-handbag-10904924.shtml","","45 cm","27 cm","18 cm"
"August 26, 2020","110,01",111.45,193.03,28,"Louis Vuitton ","Saint Cloud vintage ","Good condition","Leather ","Blue ","Hong Kong","Murmur","","15/08/2020 ","11409682","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-leather-saint-cloud-vintage-louis-vuitton-handbag-11409682.shtml","","19 cm","16 cm","5 cm"
"August 22, 2020","111,44",113.61,113.61,7,"Louis Vuitton ","Nile ","Good condition","Cloth ","Brown ","Hong Kong","allu","","22/08/2020 ","11475736","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-nile-louis-vuitton-handbag-11475736.shtml","Professional seller","27 cm","20 cm","11 cm"
"June 3, 2020","118,35",113.61,113.61,26,"Louis Vuitton ","Tivoli ","Fair condition","Cloth ","Brown ","Hong Kong","Rebecca","","03/06/2020 ","10573608","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-tivoli-louis-vuitton-handbag-10573608.shtml","","40 cm","26 cm","15 cm"
"August 30, 2020","111,33",113.91,158.51,19,"Louis Vuitton ","Reade ","Fair condition","Patent leather ","Beige ","Japan","Brand street tokyo","","07/08/2020 ","11341080","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-patent-leather-reade-louis-vuitton-handbag-11341080.shtml","Professional seller",NA,NA,NA
"August 25, 2020","112,92",114.48,140.89,39,"Louis Vuitton ",NA,"Fair condition","Patent leather ","Camel ","Japan","luxe brand cerisier","","21/05/2020 ","10438663","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/camel-patent-leather-louis-vuitton-handbag-10438663.shtml","Professional seller",NA,NA,NA
"May 27, 2020","116,04",114.95,114.95,8,"Louis Vuitton ","No<U+00E9> ","Fair condition","Cloth ","Beige ","Switzerland","Sarah","","27/05/2020 ","10481704","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-cloth-noe-louis-vuitton-handbag-10481704.shtml","","25 cm","27 cm","20 cm"
"October 7, 2020","115",115,115,2,"Louis Vuitton ","Houston ","Very good condition","Patent leather ","Beige ","Italy","francesksca","","07/10/2020 ","12110341","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-patent-leather-houston-louis-vuitton-handbag-12110341.shtml","","30 cm","25 cm","13 cm"
"June 18, 2020","115",115,115,1,"Louis Vuitton ",NA,"Good condition","Cotton ","Brown ","France","the brand collector","","18/06/2020 ","10777611","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cotton-louis-vuitton-handbag-10777611.shtml","Professional seller",NA,NA,NA
"May 23, 2020","115",115,280,70,"Louis Vuitton ",NA,"Fair condition","Patent leather ","Other ","France","rahma","","15/03/2020 ","9724866","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/patent-leather-louis-vuitton-handbag-9724866.shtml","","32 cm","25 cm","15 cm"
"October 9, 2020","117",117,117,1,"Louis Vuitton ","Houston ","Fair condition","Patent leather ","Yellow ","Italy","carola","","09/10/2020 ","12143918","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/yellow-patent-leather-houston-louis-vuitton-handbag-12143918.shtml","","35 cm","30 cm","9 cm"
"July 24, 2020","118",118,118,5,"Louis Vuitton ","Josephine  ","Fair condition","Cloth ","Grey ","France","frederic","","24/07/2020 ","11195191","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/grey-cloth-josephine-louis-vuitton-handbag-11195191.shtml","","15 cm","19 cm","29 cm"
"November 1, 2020","119",119,119,3,"Louis Vuitton ",NA,"Fair condition","Leather ","Black ","France","ks","","31/10/2020 ","12572121","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-louis-vuitton-handbag-12572121.shtml","","25 cm","15 cm",NA
"June 1, 2020","119",119,169,56,"Louis Vuitton ",NA,"Very good condition","Leather ","Beige ","France","c.luxe","","30/10/2015 ","2014911","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-leather-address-tag-louis-vuitton-2014911.shtml","","4 cm","7,5 cm",NA
"October 15, 2020","119",119,119,3,"Louis Vuitton ",NA,"Fair condition","Cloth ","Brown ","France","ks","","13/10/2020 ","12257722","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-12257722.shtml","","27 cm","16.5 cm","6 cm"
"October 7, 2020","119",119,119,51,"Louis Vuitton ",NA,"Fair condition","Cloth ","Brown ","France","ks","","29/09/2020 ","12020991","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-12020991.shtml","","15 cm","25 cm","4 cm"
"September 29, 2020","119",119,119,3,"Louis Vuitton ","Salsa ","Good condition","Cloth ","Burgundy ","Netherlands","alexander","","29/09/2020 ","11979001","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/burgundy-cloth-salsa-louis-vuitton-handbag-11979001.shtml","","26 cm","36 cm","2 cm"
"September 3, 2020","119",119,119,9,"Louis Vuitton ",NA,"Fair condition","Patent leather ","Other ","France","ks","","01/09/2020 ","11621000","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/patent-leather-louis-vuitton-handbag-11621000.shtml","","16 cm","18.5 cm","3.5 cm"
"August 31, 2020","119",119,119,4,"Louis Vuitton ","Saint Cloud vintage ","Fair condition","Leather ","Yellow ","France","ks","","31/08/2020 ","11592972","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/yellow-leather-saint-cloud-vintage-louis-vuitton-handbag-11592972.shtml","","16.5 cm","16.5 cm",NA
"August 6, 2020","119",119,119,5,"Louis Vuitton ",NA,"Fair condition","Cloth ","Brown ","France","ks","","04/08/2020 ","11308712","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-11308712.shtml","","40 cm","30 cm","5.5 cm"
"July 30, 2020","119",119,119,4,"Louis Vuitton ",NA,"Fair condition","Cloth ","Brown ","France","ks","","30/07/2020 ","11261922","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-11261922.shtml","","25 cm","14.5 cm","4 cm"
"July 23, 2020","119",119,119,8,"Louis Vuitton ",NA,"Fair condition","Cloth ","Brown ","France","ks","","22/07/2020 ","11176231","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-11176231.shtml","","25 cm","14 cm","4 cm"
"October 23, 2020","120",120,120,9,"Louis Vuitton ","Speedy ","Very good condition","Cloth ","Brown ","Belgium","gennady ","","23/10/2020 ","12414734","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-12414734.shtml","","18 cm","35 cm","23 cm"
"September 30, 2020","120",120,150,7,"Louis Vuitton ",NA,"Good condition","Leather ","Beige ","Italy","Osvi","","29/09/2020 ","12009333","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-leather-louis-vuitton-handbag-12009333.shtml","",NA,NA,NA
"September 14, 2020","120",120,120,2,"Louis Vuitton ","Tote V ","Good condition","Leather ","Other ","Spain","kewaybags","","14/09/2020 ","11803414","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/leather-tote-v-louis-vuitton-handbag-11803414.shtml","Professional seller","26 cm","18 cm","11 cm"
"August 27, 2020","120",120,120,5,"Louis Vuitton ",NA,"Fair condition","Patent leather ","Beige ","Spain","anag","","27/08/2020 ","11546763","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-patent-leather-louis-vuitton-handbag-11546763.shtml","","27 cm","33 cm","8 cm"
"June 13, 2020","120",120,120,4,"Louis Vuitton ","Saint Cloud vintage ","Fair condition","Cloth ","Brown ","France","naoufel","","13/06/2020 ","10689872","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-saint-cloud-vintage-louis-vuitton-handbag-10689872.shtml","","25 cm","25 cm","10 cm"
"October 22, 2020","120,13",121.73,126.28,15,"Louis Vuitton ","Houston ","Fair condition","Patent leather ","Yellow ","United Kingdom","haute ","","21/10/2020 ","12394289","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/yellow-patent-leather-houston-louis-vuitton-handbag-12394289.shtml","Professional seller",NA,NA,NA
"September 10, 2020","123,98",122.7,255.94,34,"Louis Vuitton ","Houston ","Very good condition","Patent leather ","Metallic ","Australia","Karleigh","","19/06/2020 ","10786652","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/metallic-patent-leather-houston-louis-vuitton-handbag-10786652.shtml","","25 cm","34 cm","14.5 cm"
"August 20, 2020","123",122.98,151.4,1,"Louis Vuitton ","Houston ","Fair condition","Patent leather ","Brown ","Denmark","Marine","","20/08/2020 ","11469197","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-patent-leather-houston-louis-vuitton-handbag-11469197.shtml","","29 cm","24 cm",NA
"June 24, 2020","127,33",123.28,123.28,24,"Louis Vuitton ",NA,"Fair condition","Patent leather ","Green ","Japan","luxe brand cerisier","","12/06/2020 ","10692182","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/green-patent-leather-louis-vuitton-handbag-10692182.shtml","Professional seller",NA,NA,NA
"June 25, 2020","127,56",123.28,2509.66,16,"Louis Vuitton ",NA,"Very good condition","Cloth ","White ","Hong Kong","Stanley","","17/05/2020 ","10372180","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/white-cloth-louis-vuitton-handbag-10372180.shtml","","23.5 cm","20 cm","15 cm"
"May 21, 2020","123,72",123.88,137.64,1,"Louis Vuitton ","Boulogne ","Fair condition","Cloth ","Brown ","Denmark","marianne","","21/05/2020 ","10431194","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-boulogne-louis-vuitton-handbag-10431194.shtml","","33 cm","20 cm","8 cm"
"August 14, 2020","122,42",123.98,181.78,46,"Louis Vuitton ","Juliette  ","Fair condition","Cloth ","Burgundy ","Hong Kong","chom","","07/08/2020 ","11337128","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/burgundy-cloth-juliette-louis-vuitton-handbag-11337128.shtml","","20 cm","12 cm","5 cm"
"August 23, 2020","123",124.64,227.22,49,"Louis Vuitton ","Marie ","Fair condition","Cloth ","Other ","Hong Kong","J","","21/07/2020 ","11143726","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-marie-louis-vuitton-handbag-11143726.shtml","","36 cm","22 cm","15 cm"
"June 4, 2020","125",125,200,21,"Louis Vuitton ","No<U+00E9> ","Fair condition","Leather ","Green ","Italy","stefania","","26/05/2020 ","10487343","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/green-leather-noe-louis-vuitton-handbag-10487343.shtml","","25 cm","27 cm","22 cm"
"July 3, 2020","125",125,230,54,"Louis Vuitton ","Saint Jacques ","Fair condition","Leather ","Burgundy ","France","  ","","11/05/2020 ","10291538","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/burgundy-leather-saint-jacques-louis-vuitton-handbag-10291538.shtml","","44 cm","30 cm","17 cm"
"July 12, 2020","125",125,350,18,"Louis Vuitton ","Houston ","Good condition","Patent leather ","Ecru ","Portugal","carla","","29/04/2020 ","10150440","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/ecru-patent-leather-houston-louis-vuitton-handbag-10150440.shtml","","28 cm","25 cm","14 cm"
"September 23, 2020","126",126,126,14,"Louis Vuitton ","Musette Tango  ","Fair condition","Cloth ","Brown ","France","aroga","","22/09/2020 ","11905597","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-musette-tango-louis-vuitton-handbag-11905597.shtml","","29 cm","35 cm","3 cm"
"August 18, 2020","126",126,350,61,"Louis Vuitton ","Musette Tango  ","Fair condition","Cloth ","Brown ","France","aroga","","16/07/2019 ","7887498","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-musette-tango-louis-vuitton-handbag-7887498.shtml","","31 cm","35 cm","10 cm"
"September 21, 2020","126,48",126.48,170,98,"Louis Vuitton ","Bedford ","Fair condition","Patent leather ","Camel ","Belgium","Sylvette","","27/08/2020 ","11546634","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/camel-patent-leather-bedford-louis-vuitton-handbag-11546634.shtml","","30.5 cm","16 cm",NA
"October 27, 2020","124,58",126.72,176.12,39,"Louis Vuitton ","Marjorie ","Fair condition","Cloth ","Burgundy ","United States","karina","","15/10/2020 ","12260151","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/burgundy-cloth-marjorie-louis-vuitton-handbag-12260151.shtml","","22.9 cm","12.7 cm",NA
"June 9, 2020","127",127,290,16,"Louis Vuitton ",NA,"Fair condition","Cloth ","Other ","Italy","katrin","","28/05/2020 ","10501794","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-louis-vuitton-handbag-10501794.shtml","","22 cm","28 cm",NA
"June 18, 2020","132,90",128.57,128.57,2,"Louis Vuitton ",NA,"Good condition","Leather ","Brown ","United States","my galaxy solutions","","18/06/2020 ","10769886","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-louis-vuitton-handbag-10769886.shtml","Professional seller","29 cm","21.6 cm",NA
"November 4, 2020","129",129,129,1,"Louis Vuitton ",NA,"Fair condition","Leather ","Purple ","France","ks","","04/11/2020 ","12628133","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/purple-leather-louis-vuitton-handbag-12628133.shtml","","24.5 cm","15 cm",NA
"October 13, 2020","129",129,129,0,"Louis Vuitton ",NA,"Fair condition","Cloth ","Brown ","France","ks","","13/10/2020 ","12239364","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-12239364.shtml","","29 cm","19 cm","6 cm"
"October 13, 2020","129",129,129,7,"Louis Vuitton ","Cartouchi<U+00E8>re ","Fair condition","Cloth ","Brown ","France","ks","","12/10/2020 ","12239311","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-cartouchiere-louis-vuitton-handbag-12239311.shtml","","16 cm","16 cm",NA
"October 10, 2020","129",129,129,4,"Louis Vuitton ",NA,"Fair condition","Cloth ","Brown ","France","ks","","09/10/2020 ","12168169","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-12168169.shtml","","27 cm","17 cm","6 cm"
"October 7, 2020","129",129,129,1,"Louis Vuitton ",NA,"Fair condition","Cloth ","Brown ","France","ks","","07/10/2020 ","12152824","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-12152824.shtml","","10.5 cm","14 cm","3.5 cm"
"October 27, 2020","129",129,129,37,"Louis Vuitton ",NA,"Fair condition","Cloth ","Brown ","France","ks","","04/10/2020 ","12085815","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-12085815.shtml","","27 cm","16.5 cm","6.5 cm"
"October 11, 2020","129",129,129,17,"Louis Vuitton ",NA,"Fair condition","Cloth ","Brown ","France","ks","","03/10/2020 ","12085726","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-12085726.shtml","","22 cm","14.5 cm","5 cm"
"October 3, 2020","129",129,129,3,"Louis Vuitton ",NA,"Fair condition","Cloth ","Brown ","France","ks","","03/10/2020 ","12069388","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-12069388.shtml","","23 cm","15 cm","5.5 cm"
"September 21, 2020","129",129,129,9,"Louis Vuitton ",NA,"Fair condition","Cloth ","Brown ","France","ks","","20/09/2020 ","11886087","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-11886087.shtml","","25 cm","15 cm","4 cm"
"September 20, 2020","129",129,129,2,"Louis Vuitton ",NA,"Fair condition","Cloth ","Brown ","France","ks","","20/09/2020 ","11885898","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-11885898.shtml","","22.5 cm","15 cm","6 cm"
"September 10, 2020","129",129,129,105,"Louis Vuitton ",NA,"Fair condition","Pony-style calfskin ","Brown ","France","ks","","27/07/2020 ","11229123","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-pony-style-calfskin-louis-vuitton-handbag-11229123.shtml","","24.5 cm","15.5 cm",NA
"August 3, 2020","130",130,170,7,"Louis Vuitton ","Jeune fille  ","Fair condition","Cotton ","Camel ","Italy","beatrice","","02/08/2020 ","11285238","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/camel-cotton-jeune-fille-louis-vuitton-handbag-11285238.shtml","","25 cm","19 cm",NA
"June 5, 2020","130",130,130,2,"Louis Vuitton ","No<U+00E9> ","Fair condition","Leather ","Brown ","France","Vestiaire Collective","","05/06/2020 ","10599330","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-noe-louis-vuitton-handbag-10599330.shtml","Professional seller","25 cm","26 cm",NA
"October 11, 2020","130",130,199,90,"Louis Vuitton ",NA,"Fair condition","Patent leather ","Metallic ","Germany","margie","","22/05/2020 ","10443927","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/metallic-patent-leather-louis-vuitton-handbag-10443927.shtml","","27 cm","21 cm","4 cm"
"July 11, 2020","130",130,149,44,"Louis Vuitton ","Reade ","Fair condition","Patent leather ","Blue ","Spain","montse","","11/05/2020 ","10286546","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-patent-leather-reade-louis-vuitton-handbag-10286546.shtml","","26 cm","34 cm","11 cm"
"August 11, 2020","130,52",132.09,140.89,8,"Louis Vuitton ","Houston ","Fair condition","Patent leather ","Beige ","Japan","Brand street tokyo","","31/07/2020 ","11267910","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-patent-leather-houston-louis-vuitton-handbag-11267910.shtml","Professional seller",NA,NA,NA
"June 25, 2020","136,67",132.09,132.09,18,"Louis Vuitton ","Reade ","Fair condition","Patent leather ","Green ","Japan","luxe brand cerisier","","13/06/2020 ","10705983","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/green-patent-leather-reade-louis-vuitton-handbag-10705983.shtml","Professional seller",NA,NA,NA
"June 9, 2020","136,24",132.09,132.09,6,"Louis Vuitton ","Speedy ","Good condition","Cloth ","Brown ","United Kingdom","eplanet","","09/06/2020 ","10650058","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10650058.shtml","Professional seller","30 cm","21.1 cm",NA
"May 31, 2020","138,07",132.09,132.09,19,"Louis Vuitton ",NA,"Fair condition","Patent leather ","Yellow ","Japan","luxe brand cerisier","","21/05/2020 ","10437044","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/yellow-patent-leather-louis-vuitton-handbag-10437044.shtml","Professional seller",NA,NA,NA
"May 13, 2020","141,60",132.09,149.7,13,"Louis Vuitton ","Houston ","Fair condition","Patent leather ","Yellow ","Japan","luxe brand cerisier","","01/04/2020 ","9839298","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/yellow-patent-leather-houston-louis-vuitton-handbag-9839298.shtml","Professional seller",NA,NA,NA
"May 6, 2020","141,80",132.09,132.09,73,"Louis Vuitton ","Houston ","Good condition","Patent leather ","Yellow ","Japan","luxe brand cerisier","","20/02/2020 ","9503172","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/yellow-patent-leather-houston-louis-vuitton-handbag-9503172.shtml","Professional seller",NA,NA,NA
"June 20, 2020","136,73",132.11,227.22,33,"Louis Vuitton ","Speedy ","Fair condition","Cloth ","Brown ","Hong Kong","Yi","","02/06/2020 ","10567698","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10567698.shtml","","30 cm","25 cm","18 cm"
"May 16, 2020","132,83",133.02,207.84,28,"Louis Vuitton ","Reade ","Fair condition","Patent leather ","Beige ","Denmark","grace","","26/02/2020 ","9553666","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-patent-leather-reade-louis-vuitton-handbag-9553666.shtml","","24 cm","17,5 cm","10 cm"
"July 21, 2020","131,79",133.1,133.1,21,"Louis Vuitton ","Neverfull ","Very good condition","Cloth ","Beige ","Italy","alize","","21/07/2020 ","11136450","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-cloth-neverfull-louis-vuitton-handbag-11136450.shtml","","39 cm","32 cm","19 cm"
"October 5, 2020","133,25",133.18,247.75,19,"Louis Vuitton ","Porte Documents Voyage ","Fair condition","Leather ","Black ","Denmark","Mikael","","20/08/2020 ","11468959","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-porte-documents-voyage-louis-vuitton-handbag-11468959.shtml","","41 cm","31 cm",NA
"October 14, 2020","133,25",133.69,170.64,4,"Louis Vuitton ","Speedy ","Fair condition","Cloth ","Brown ","United Kingdom","corina","Dustbag","14/10/2020 ","12225986","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-12225986.shtml","","38.1 cm","27.9 cm","7.6 cm"
"July 22, 2020","134",134,500,6,"Louis Vuitton ",NA,"Fair condition","Leather ","Brown ","France","jean","","07/07/2020 ","10977948","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-louis-vuitton-handbag-10977948.shtml","","45 cm","33 cm","12 cm"
"August 3, 2020","133,25",134.85,397.64,4,"Louis Vuitton ","Reade ","Very good condition","Patent leather ","Beige ","Hong Kong","jo","","29/06/2020 ","10887942","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-patent-leather-reade-louis-vuitton-handbag-10887942.shtml","","12 cm","12 cm",NA
"July 28, 2020","135",135,135,7,"Louis Vuitton ","No<U+00E9> ","Fair condition","Cloth ","Other ","France","olfa","","28/07/2020 ","11229533","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-noe-louis-vuitton-handbag-11229533.shtml","","36 cm","26 cm","18 cm"
"July 18, 2020","135",135,150,7,"Louis Vuitton ","Speedy ","Fair condition","Cloth ","Brown ","France","myriam","","18/07/2020 ","11121617","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11121617.shtml","","25 cm","19 cm",NA
"June 9, 2020","135",135,160,1,"Louis Vuitton ","Alma ","Fair condition","Cloth ","Black ","Spain","Arantxa ","","09/06/2020 ","10643891","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-cloth-alma-louis-vuitton-handbag-10643891.shtml","","40 cm","15 cm","13 cm"
"June 7, 2020","135",135,185,10,"Louis Vuitton ","Houston ","Very good condition","Patent leather ","Blue ","Croatia","ana","","07/06/2020 ","10618982","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-patent-leather-houston-louis-vuitton-handbag-10618982.shtml","","31 cm","24 cm","14 cm"
"May 29, 2020","143,50",135.61,176.12,4,"Louis Vuitton ","Aubagne ","Very good condition","Cloth ","Black ","United States","cliff","","29/05/2020 ","10521337","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-cloth-aubagne-louis-vuitton-handbag-10521337.shtml","","7.6 cm","12.7 cm","12.7 cm"
"August 22, 2020","133,72",136.33,136.33,4,"Louis Vuitton ","Totally ","Fair condition","Cloth ","Blue ","Hong Kong","allu","","22/08/2020 ","11475869","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-cloth-totally-louis-vuitton-handbag-11475869.shtml","Professional seller","40 cm","30 cm","15 cm"
"May 21, 2020","144,83",136.33,136.33,7,"Louis Vuitton ","No<U+00E9> ","Fair condition","Leather ","Black ","Hong Kong","m.","","21/05/2020 ","10356015","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-noe-louis-vuitton-handbag-10356015.shtml","","24.5 cm","27 cm","19 cm"
