"Date_sold","Likes","Designer","Model","Price_sold","Condition","Material","Color","Width","Height","Depth","Location","Seller","Sold_with","Online_since","Reference"
"April 15, 2020",6,"3.1 Phillip Lim","Pashli","250 €","Good condition  More infos","Leather","Green","18 cm","30 cm","18 cm","Germany","Olivia","","26/11/2019","8794198"
"November 30, 2019",50,"3.1 Phillip Lim","Pashli","204,77 €","Very good condition  More infos","Leather","Black","58.4 cm","45.7 cm","8.9 cm","United States","candice","","09/01/2019","6760058"
"August 18, 2019",10,"3.1 Phillip Lim","Pashli","214,46 €","Very good condition  More infos","Leather","Black","33 cm","25 cm","10 cm","Australia","Lora","","02/08/2019","7969698"
"August 29, 2019",3,"3.1 Phillip Lim","Pashli","220,21 €","Very good condition  More infos","Leather","Black","36 cm","33 cm","16 cm","United Kingdom","Atuora","Dustbag ,Card or certificate","27/08/2019","8100064"
"May 12, 2020",16,"3.1 Phillip Lim","Pashli","140 €","Good condition  More infos","Leather","White","35 cm","28 cm",NA,"Germany","xiao","Card or certificate","04/11/2019","8596546"
"August 9, 2019",12,"3.1 Phillip Lim","Pashli","249,69 €","Very good condition  More infos","Leather","Black","31.8 cm","25.4 cm","10.2 cm","United Kingdom","yongrong","Dustbag","23/05/2019","7566297"
"September 13, 2019",15,"3.1 Phillip Lim","Pashli","201,69 €","Very good condition  More infos","Leather","Metallic","33 cm","28 cm","10 cm","United Kingdom","zhiyi","Dustbag","19/08/2019","8052684"
"November 19, 2019",13,"3.1 Phillip Lim","Pashli","106,54 €","Good condition  More infos","Leather","Red","20.1 cm","15 cm","7.1 cm","United Kingdom","Celine","Dustbag","12/11/2019","8677057"
"March 1, 2020",18,"3.1 Phillip Lim","Pashli","150 €","Good condition  More infos","Suede","Blue","18 cm","24 cm","8 cm","Italy","Azzurra","","21/01/2020","9234115"
"September 5, 2019",0,"3.1 Phillip Lim","Pashli","243,75 €","Very good condition  More infos","Patent leather","Brown","35 cm","28 cm","10 cm","United Kingdom","Rachael","","04/09/2019","8146567"
"December 22, 2019",36,"3.1 Phillip Lim","Pashli","215 €","Very good condition  More infos","Leather","Purple","32 cm","25 cm","10 cm","Finland","Sirja Maria","","08/09/2019","8167542"
"March 11, 2020",73,"3.1 Phillip Lim","Pashli","295 €","Very good condition  More infos","Leather","Black","23 cm","18 cm","9 cm","Italy","nada","","03/04/2019","7262019"
"May 10, 2020",23,"3.1 Phillip Lim",NA,"117,10 €","Very good condition  More infos","Leather","Multicolour","15 cm","15 cm","20 cm","United Kingdom","ece","","09/01/2020","9136372"
"April 14, 2020",34,"3.1 Phillip Lim","Pashli","146,09 €","Fair condition  More infos","Leather","Green","21 cm","16 cm","6 cm","Sweden","anna","","16/03/2020","9722808"
"February 5, 2020",6,"3.1 Phillip Lim",NA,"278,33 €","Very good condition  More infos","Leather","Black","25.4 cm","22.9 cm","12.7 cm","United States","Olivia","","22/11/2019","8779130"
"August 10, 2019",8,"3.1 Phillip Lim","Pashli","350,14 €","Very good condition  More infos","Leather","Pink","21.6 cm","16.5 cm","7.6 cm","United Kingdom","Nataliya","","27/07/2019","7939942"
"December 23, 2019",60,"3.1 Phillip Lim","Pashli","213,27 €","Good condition  More infos","Leather","Other","26 cm","18 cm","7.5 cm","Hong Kong","nat","Dustbag","12/03/2019","7049765"
"November 10, 2019",12,"3.1 Phillip Lim","Pashli","202 €","Very good condition  More infos","Leather","Black","40 cm","38 cm","18 cm","United Kingdom","s","","03/07/2019","7808049"
"January 8, 2020",20,"3.1 Phillip Lim","Pashli","179,02 €","Very good condition  More infos","Leather","Pink","45 cm","31 cm","12 cm","France","camilla","","08/10/2018","6218892"
"January 19, 2020",10,"3.1 Phillip Lim","Pashli","135,04 €","Good condition  More infos","Leather","Gold","25 cm","19 cm","7 cm","Germany","sophie","","25/10/2019","8524220"
"October 18, 2019",15,"3.1 Phillip Lim","Pashli","335,03 €","Very good condition  More infos","Leather","Burgundy","22 cm","20 cm","10 cm","Netherlands","celine","","03/04/2019","7258689"
"January 22, 2020",11,"3.1 Phillip Lim","Pashli","205,75 €","Good condition  More infos","Leather","Black","25 cm","19 cm","9 cm","Denmark","Zeynep","","19/10/2019","8490026"
"February 11, 2020",6,"3.1 Phillip Lim","Pashli","112,32 €","Fair condition  More infos","Leather","Multicolour","24 cm","25 cm","9 cm","Kazakhstan","perizat","","06/02/2020","9378168"
"November 8, 2019",12,"3.1 Phillip Lim","Pashli","315,97 €","Good condition  More infos","Leather","Black","38.1 cm","27.9 cm","10.2 cm","United States","Victoria","Dustbag","14/10/2019","8438997"
"May 29, 2020",114,"3.1 Phillip Lim","Pashli","240 €","Very good condition  More infos","Leather","Brown",NA,NA,NA,"Germany","viteenvogue","","18/12/2019","8998568"
"November 9, 2019",9,"3.1 Phillip Lim",NA,"120 €","Very good condition  More infos","Leather","Black","10 cm","25 cm","15 cm","Italy","marina","","05/11/2019","8623230"
"September 14, 2019",31,"3.1 Phillip Lim","Pashli","134,69 €","Very good condition  More infos","Leather","Black","25 cm","16 cm","7 cm","Netherlands","tara","","04/06/2019","7642646"
"February 2, 2020",50,"3.1 Phillip Lim","Pashli","195 €","Good condition  More infos","Leather","Camel","22 cm","18 cm","8 cm","Austria","Amy","Dustbag","24/09/2019","8286767"
"January 21, 2020",10,"3.1 Phillip Lim","Pashli","225 €","Very good condition  More infos","Leather","Red","36 cm","27.5 cm","10 cm","Netherlands","Anniek","","20/01/2019","6887058"
"April 12, 2020",38,"3.1 Phillip Lim","Alix","216 €","Very good condition  More infos","Leather","Black",NA,NA,NA,"Japan","elady","","17/01/2020","9196475"
"February 1, 2020",1,"3.1 Phillip Lim","Pashli","225,52 €","Good condition  More infos","Leather","Brown","34.3 cm","27.9 cm","11.4 cm","United Kingdom","Juliette","","25/10/2019","8527722"
"March 18, 2020",33,"3.1 Phillip Lim","Pashli","293,96 €","Very good condition  More infos","Leather","Blue","21.6 cm","16.5 cm","7.6 cm","Singapore","Sean","","03/05/2019","7429499"
"May 16, 2020",21,"3.1 Phillip Lim","Pashli","280 €","Very good condition  More infos","Leather","Red",NA,NA,NA,"Switzerland","Michaela","Dustbag","30/03/2019","7228872"
"January 21, 2020",30,"3.1 Phillip Lim","Pashli","220 €","Good condition  More infos","Leather","Red","25 cm","19 cm","6 cm","Germany","elis","","08/09/2019","8169723"
"November 27, 2019",2,"3.1 Phillip Lim","Pashli","191,33 €","Good condition  More infos","Leather","Navy","31.8 cm","25.4 cm","10.2 cm","United Kingdom","katie","","02/09/2019","8131875"
"October 22, 2019",17,"3.1 Phillip Lim","Alix","310 €","Very good condition  More infos","Leather","Black","26.5 cm","18 cm","8 cm","Germany","diana","Dustbag ,Card or certificate","08/08/2019","8009017"
"December 23, 2019",15,"3.1 Phillip Lim","Alix","509,70 €","Very good condition  More infos","Leather","Black","15 cm","23 cm","11 cm","Australia","xi","Dustbag ,Card or certificate","17/06/2019","7714223"
"December 23, 2019",7,"3.1 Phillip Lim","Pashli","137,18 €","Good condition  More infos","Leather","Gold","41 cm","33 cm",NA,"Australia","Luxury","Dustbag","07/08/2019","8000508"
"April 13, 2020",16,"3.1 Phillip Lim","Pashli","292,64 €","Very good condition  More infos","Leather","Navy","55.9 cm","43.2 cm","20.3 cm","United Kingdom","Lucy","","10/04/2019","7286079"
"November 23, 2019",2,"3.1 Phillip Lim",NA,"32 €","Good condition  More infos","Leather","Silver","19.6 cm","16.5 cm","7.6 cm","France","nathalie","","18/11/2019","8743666"
"August 21, 2019",6,"3.1 Phillip Lim","Pashli","196,46 €","Good condition  More infos","Leather","Black","22.9 cm","17.8 cm","7.6 cm","United Kingdom","Sze Wen","","28/07/2019","7945046"
"October 27, 2019",22,"3.1 Phillip Lim","Alix","288,11 €","Very good condition  More infos","Leather","Camel","22.9 cm","21.6 cm","6.9 cm","United States","shirley","Dustbag","09/04/2019","7293181"
"October 7, 2019",4,"3.1 Phillip Lim","Pashli","200 €","Good condition  More infos","Leather","Black","33 cm","25.4 cm","7.6 cm","United Kingdom","keely","","08/08/2019","8001429"
"November 25, 2019",7,"3.1 Phillip Lim","Pashli","226,51 €","Good condition  More infos","Leather","Blue","24 cm","19 cm","7 cm","United Kingdom","sophia","","02/10/2019","8340121"
"October 3, 2019",16,"3.1 Phillip Lim","Pashli","265 €","Good condition  More infos","Leather","Blue","31 cm","26 cm","9 cm","France","FOXYFOX","","30/11/2018","6535919"
"August 7, 2019",3,"3.1 Phillip Lim","Pashli","189,33 €","Good condition  More infos","Leather","Black","31.8 cm","24.1 cm","12.7 cm","United Kingdom","sarah","","31/07/2019","7964161"
"June 9, 2020",30,"3.1 Phillip Lim","Alix","285,26 €","Good condition  More infos","Leather","Black","26 cm","18 cm","8 cm","Germany","diana","Dustbag","11/11/2019","8671423"
"November 13, 2019",4,"3.1 Phillip Lim","Pashli","220,82 €","Good condition  More infos","Leather","Blue","28 cm","33 cm","10 cm","France","sandy","","02/09/2019","8135351"
"November 20, 2019",4,"3.1 Phillip Lim",NA,"120 €","Good condition  More infos","Leather","Black","38 cm","45 cm","12 cm","Germany","hanna","","04/11/2019","8616299"
"July 7, 2020",27,"3.1 Phillip Lim","Pashli","346,22 €","Very good condition  More infos","Leather","Blue","33 cm","25.4 cm","10.2 cm","Hong Kong","Tania","","15/01/2019","6849058"
"April 23, 2020",16,"3.1 Phillip Lim",NA,"236,29 €","Good condition  More infos","Leather","Black","35.6 cm","25.4 cm","15.2 cm","United Kingdom","Tchien-Wen","","11/10/2019","8414945"
"December 3, 2019",8,"3.1 Phillip Lim","Pashli","120 €","Fair condition  More infos","Leather","Green","22 cm","20 cm","7 cm","France","uzan","","25/11/2019","8795321"
"November 16, 2019",29,"3.1 Phillip Lim","Pashli","233,01 €","Good condition  More infos","Leather","Black","22 cm","20 cm","8 cm","Hong Kong","janet","Dustbag ,Card or certificate","08/03/2019","7127153"
"April 4, 2020",33,"3.1 Phillip Lim","Pashli","170 €","Good condition  More infos","Leather","Red","32 cm","25 cm","10 cm","Denmark","anna","","11/06/2019","7677000"
"September 30, 2019",10,"3.1 Phillip Lim","Alix","160 €","Very good condition  More infos","Leather","Black","20 cm","17 cm","8 cm","Germany","Saskia","","17/01/2019","6868101"
"December 20, 2019",9,"3.1 Phillip Lim","Pashli","240,97 €","Good condition  More infos","Leather","Black","38.1 cm","27.9 cm","10.2 cm","United Kingdom","pei-lyn","","17/05/2019","7528298"
"November 22, 2019",9,"3.1 Phillip Lim","Pashli","233,79 €","Very good condition  More infos","Leather","Black","38.1 cm","25.4 cm","10.2 cm","United States","preeti","","16/12/2018","6739342"
"November 8, 2019",25,"3.1 Phillip Lim","Pashli","290 €","Good condition  More infos","Leather","Navy","25 cm","18 cm","8 cm","Germany","ferisa","","04/08/2019","7985372"
"September 20, 2019",4,"3.1 Phillip Lim","Pashli","180,72 €","Good condition  More infos","Leather","Blue","32 cm","24 cm","11 cm","Belgium","juliette","","19/06/2019","7732688"
"October 9, 2019",8,"3.1 Phillip Lim",NA,"182,05 €","Good condition  More infos","Leather","Black","20 cm","14 cm","8 cm","Israel","stefanie","","17/07/2019","7892457"
"February 27, 2020",27,"3.1 Phillip Lim","Pashli","130 €","Good condition  More infos","Leather","Burgundy","22.9 cm","21.6 cm","7.6 cm","Netherlands","Ayda","Dustbag","16/03/2019","7155017"
"October 23, 2019",53,"3.1 Phillip Lim","Pashli","149 €","Very good condition  More infos","Leather","Metallic","20 cm","20 cm","7 cm","Portugal","maria","","11/09/2018","6218703"
"January 26, 2020",19,"3.1 Phillip Lim","Pashli","185,77 €","Good condition  More infos","Leather","Beige","30.5 cm","25.4 cm","12.7 cm","Canada","becky","Card or certificate","01/03/2019","7084233"
"October 6, 2019",20,"3.1 Phillip Lim","Pashli","280 €","Good condition  More infos","Leather","Black","38 cm","28 cm","10 cm","Netherlands","Dieu Ly","Dustbag","06/04/2019","7266854"
"October 5, 2019",40,"3.1 Phillip Lim","Pashli","184 €","Very good condition  More infos","Patent leather","Black","21 cm","16 cm","7 cm","United Kingdom","ewelina","","04/12/2018","6681761"
"May 16, 2020",17,"3.1 Phillip Lim","Pashli","355,97 €","Good condition  More infos","Leather","Other","31.8 cm","25.4 cm","10.2 cm","United States","Meng","","26/03/2019","7210556"
"April 5, 2020",24,"3.1 Phillip Lim","Pashli","270 €","Very good condition  More infos","Leather","Pink","32 cm","26 cm","11 cm","Germany","tatjana","","20/05/2018","5585974"
"January 15, 2020",17,"3.1 Phillip Lim","Pashli","310 €","Very good condition  More infos","Leather","Blue","43 cm","32 cm","14 cm","France","inge","","10/09/2018","6210693"
"May 11, 2020",18,"3.1 Phillip Lim","Pashli","182,78 €","Good condition  More infos","Suede","Pink","32 cm","25.5 cm","10 cm","Austria","Lisa","Dustbag","16/04/2019","7331541"
"December 10, 2019",17,"3.1 Phillip Lim","Pashli","226,34 €","Good condition  More infos","Leather","Black","6 cm","18.5 cm","8 cm","Denmark","Clara","Dustbag","22/11/2018","6601668"
"September 18, 2019",9,"3.1 Phillip Lim","Pashli","149,49 €","Good condition  More infos","Leather","Silver","26.7 cm","30.5 cm","10.2 cm","United Kingdom","elizabeth","","01/01/2019","6794106"
"April 19, 2020",21,"3.1 Phillip Lim","Pashli","111 €","Very good condition  More infos","Synthetic","Black","30 cm","25 cm","8 cm","France","PRISCILLIA","","29/06/2018","5925270"
"February 16, 2020",24,"3.1 Phillip Lim","Pashli","280 €","Very good condition  More infos","Exotic leathers","Black","22 cm","19 cm","8 cm","Germany","Elisabeth","","17/02/2019","7028004"
"August 24, 2019",5,"3.1 Phillip Lim","Pashli","276,39 €","Good condition  More infos","Leather","Black","35.6 cm","24.1 cm","12.7 cm","United Kingdom","Molly","Dustbag","08/02/2019","6983582"
"September 16, 2019",35,"3.1 Phillip Lim",NA,"180 €","Very good condition  More infos","Leather","Camel","39 cm","29 cm","18 cm","Germany","Anna","Dustbag","15/05/2019","7511127"
"March 27, 2020",33,"3.1 Phillip Lim",NA,"134,84 €","Very good condition  More infos","Leather","Black","22 cm","24 cm","13 cm","Hong Kong","may","","13/02/2019","7001730"
"November 27, 2019",18,"3.1 Phillip Lim","Pashli","347,48 €","Very good condition  More infos","Leather","Khaki","31 cm","24 cm",NA,"Denmark","dominika","Dustbag","08/07/2018","5957769"
"December 10, 2019",35,"3.1 Phillip Lim","Pashli","260 €","Very good condition  More infos","Leather","Red","31 cm","24 cm","10 cm","Romania","cristina","","29/03/2018","5476563"
"December 3, 2019",6,"3.1 Phillip Lim","Pashli","210 €","Good condition  More infos","Leather","Black","35 cm","25 cm","15 cm","France","NOUZHA","","21/01/2019","6887226"
"December 19, 2019",66,"3.1 Phillip Lim","Pashli","175 €","Very good condition  More infos","Leather","Blue","26 cm","20 cm","7 cm","Spain","Laurence","","17/01/2018","5099181"
"October 23, 2019",26,"3.1 Phillip Lim","Pashli","109 €","Fair condition  More infos","Leather","Black","20 cm","16 cm","5 cm","Italy","pj","","23/08/2019","8082983"
"April 2, 2020",27,"3.1 Phillip Lim",NA,"231,74 €","Good condition  More infos","Leather","White","20 cm","15 cm","8 cm","United Kingdom","kristin","","01/03/2019","7090035"
"October 16, 2019",6,"3.1 Phillip Lim",NA,"65 €","Very good condition  More infos","Leather","Black","20 cm","18 cm","11 cm","United Kingdom","anna","","31/01/2019","6944963"
"April 26, 2020",13,"3.1 Phillip Lim","Pashli","330 €","Very good condition  More infos","Leather","Orange","33 cm","27 cm","11 cm","Italy","Livia","Dustbag ,Card or certificate","07/07/2018","5955329"
"January 8, 2020",16,"3.1 Phillip Lim","Pashli","203,94 €","Very good condition  More infos","Leather","Pink","33 cm","41 cm","13 cm","Portugal","Mariana","","09/04/2018","5523555"
"August 9, 2019",6,"3.1 Phillip Lim",NA,"290 €","Good condition  More infos","Leather","Black","30 cm","40 cm","15 cm","Portugal","juli","","21/06/2019","7712671"
"February 29, 2020",9,"3.1 Phillip Lim","Pashli","305 €","Good condition  More infos","Leather","Grey","32 cm","25,5 cm","10 cm","Netherlands","victoria","","21/01/2019","6888823"
"September 23, 2019",11,"3.1 Phillip Lim","Pashli","113,34 €","Fair condition  More infos","Leather","Blue","36 cm","26 cm","11 cm","United Kingdom","Alex","","03/09/2019","8141556"
"May 29, 2020",9,"3.1 Phillip Lim",NA,"200,61 €","Very good condition  More infos","Leather","Beige","19 cm","18 cm","8 cm","Italy","lucrezia","","09/02/2019","6989103"
"January 19, 2020",35,"3.1 Phillip Lim",NA,"99,96 €","Good condition  More infos","Leather","Black","30 cm","25 cm","18 cm","United Kingdom","sylvia","","22/05/2019","7563577"
"April 23, 2020",35,"3.1 Phillip Lim","Alix","150 €","Fair condition  More infos","Leather","Black","18 cm","15 cm","7 cm","Italy","valentina","","25/08/2019","8089685"
"September 3, 2019",21,"3.1 Phillip Lim","Pashli","100,61 €","Fair condition  More infos","Leather","Black","21.6 cm","16.5 cm","7.6 cm","Hong Kong","stephanie","","04/07/2019","7811301"
"September 29, 2019",19,"3.1 Phillip Lim",NA,"234 €","Good condition  More infos","Leather","Black","25.5 cm","22 cm","9 cm","Sweden","Linnea","Dustbag","06/01/2019","6813088"
"May 27, 2020",36,"3.1 Phillip Lim","Pashli","297,25 €","Very good condition  More infos","Leather","Yellow","40 cm","30 cm","13 cm","United Kingdom","sida","","21/05/2018","5740227"
"October 16, 2019",115,"3.1 Phillip Lim","Pashli","149,97 €","Good condition  More infos","Leather","Pink","21.6 cm","16.5 cm","7.6 cm","Hong Kong","icy","Dustbag","21/09/2018","6274566"
